Row	VertebralVolumes	CentrumVolumes	HaemalVolumes	NeuralVolumes	VertebralSAs	CentrumSAs	HaemalSAs	NeuralSAs	VertebralTMDs	CentrumTMDs	HaemalTMDs	NeuralTMDs	VertebralISs	CentrumISs	HaemalISs	NeuralISs	VertebralMTs	CentrumMTs	HaemalMTs	NeuralMTs	VertebralTSs	CentrumTSs	HaemalTSs	NeuralTSs	CentrumLength
Vertebrae1	131182065	46545786	74402874	10909458	5310081	1765764	3092292	489510	468.2017317	434.8970535	501.4451086	377.7122761	191.0322007	168.9523012	202.3872104	137.016747	92.96239392	105.9396388	88.43759273	77.52419487	30.56012822	39.90088927	22.17582678	25.05850973	512.6953402
Vertebrae2	121958109	53945325	59603796	8834994	5213061	2083284	2744784	405720	427.5038414	408.0253325	453.5329304	365.4399771	155.0417844	128.8928901	173.8801147	129.0028507	82.97561851	100.3323889	72.90103719	68.01038206	24.82691284	27.81010679	14.32898827	17.7991011	601.9891749
Vertebrae3	119466900	54167589	59446359	6186348	5263776	2224404	2770362	284886	418.0190169	401.3633671	436.2510022	382.1796577	145.2732307	123.0981103	161.3028784	138.1966404	76.98375371	89.76851653	68.42474399	67.36429661	22.19852579	24.00035941	15.72474896	18.18192405	580.943721
Vertebrae4	130376358	65762361	58205385	6408612	5566743	2544129	2719647	303408	415.0697937	407.422606	429.0038926	366.9872331	140.2218963	124.1901747	156.5893618	120.0534711	82.15093903	99.76404793	68.72966451	64.13377265	27.70536044	29.65439518	15.36452449	16.00430574	630.6953603
Vertebrae5	134562330	67790520	60798465	5973345	5618340	2533104	2821518	282240	425.7482425	431.1779312	424.104107	380.8620848	146.3897463	141.9625431	150.8944926	141.3314362	86.74198792	105.4036134	73.10489429	62.05619501	28.9565383	30.24035273	16.53036058	16.84071576	647.2617897
Vertebrae6	118235187	61733826	51426333	5297292	5110308	2487240	2381400	252252	402.1806349	401.1867863	409.5723693	340.3861988	133.0036907	123.5883621	145.1478026	91.35270631	80.37400468	93.96025623	69.9760658	57.31305989	25.67658866	27.19216484	17.23224986	10.55290853	654.4955218
Vertebrae7	111798792	64623258	42767298	4408236	4706793	2479743	2019780	208593	406.4768131	417.3383711	394.0919716	367.4038015	135.0655693	134.6727205	134.6686861	127.1311477	82.64013381	100.0968669	65.36677966	62.13739339	29.56953697	30.28384234	14.42856366	16.17847005	634.6570382
Vertebrae8	80181738	50064966	26560548	3556224	3596796	2164869	1263906	169344	384.116368	398.6302305	364.5260426	326.1036405	126.5693399	134.8102127	110.0047667	76.27963218	73.97562453	85.45562504	60.46272042	55.92752628	21.38734355	20.61290639	11.90758229	9.281353881	676.805098
Vertebrae9	73171161	46897704	22587579	3593268	3263841	2022867	1066779	170667	378.1859203	394.7587884	350.2506826	339.0631737	120.5040425	126.5884665	104.5748668	87.32724046	74.16763258	84.47762495	60.9658148	58.1871323	21.5939347	19.80184732	15.81520185	12.98759166	664.0438405
Vertebrae10	55714176	48175722	4880547	2778300	2458134	2104011	229320	130977	390.5436327	395.0908875	379.1529823	329.7610732	128.0846845	128.3647295	131.0709286	96.51839903	81.02078087	84.66841021	65.71913171	60.10198359	21.14956891	19.89967552	16.88513284	18.77295772	645.4370491
Vertebrae11	57399678	48481335	4824981	4130406	2555595	2134440	228438	196245	383.0424024	388.5385335	358.4501106	346.2535998	123.1730981	125.823587	112.0564157	90.02144492	77.86939134	81.92328824	61.24101288	60.97969502	21.47614782	20.97027019	15.68697825	12.12738522	651.640564
Vertebrae12	55528956	46471698	5139855	4065579	2481507	2055060	240786	193599	389.8333841	395.5629928	371.5690865	344.8888853	127.6026301	130.8243367	106.1823735	100.9128916	77.66135721	81.32615747	66.95358	59.04875857	19.65088026	19.00285386	16.13976109	12.40780355	632.981853
Vertebrae13	58372083	46453176	6186348	5852952	2614248	2057265	292824	271215	384.7788778	386.8759289	380.1118291	371.7341811	121.9280802	121.4556222	122.5398066	123.6303479	77.48462153	81.01092571	64.68304184	68.7518999	19.0108881	18.54585472	14.09711599	17.96125249	652.0710459
Vertebrae14	55603044	44860284	5973345	4862025	2477538	1976562	277389	228438	388.4150925	391.6258152	388.7448441	355.7097027	127.8542447	127.6570397	136.2453934	114.2680185	78.10134964	81.58528777	67.70555839	65.03730025	20.20287864	19.88468478	16.33842063	17.48708847	608.5915282
Vertebrae15	56825496	44712108	6584571	5593644	2536632	1980972	306054	254016	390.0162436	390.3173718	390.6146789	385.753192	127.5548369	126.3699128	132.6510807	130.8470407	79.24531862	82.05593048	66.85492346	75.64041381	19.91336498	19.65665298	16.81672974	18.66714332	615.8087291
Vertebrae16	51389289	41081796	5482512	4880547	2324952	1848672	255780	224910	380.0756299	376.8964466	388.4140741	396.0100384	121.976841	115.6318953	134.5478726	153.7190105	77.20614507	79.27241382	69.71426971	71.16716096	19.98730426	20.03007547	16.07264884	20.62860515	606.4290068
Vertebrae17	51315201	40164957	5584383	5556600	2316132	1796193	261072	260631	384.3144433	389.6825831	369.1837196	360.9848524	124.3149901	126.2970287	119.452608	110.0006819	75.85712465	78.9051068	65.55566661	69.00639756	19.40109914	19.11023704	17.26953495	17.58130991	574.3766846
Vertebrae18	49398174	39174030	4908330	5408424	2217789	1737099	233730	251370	382.1707527	387.5168846	355.224848	366.5747531	119.3392122	121.8285988	102.2847412	110.3121345	77.25983401	81.34119693	59.27342264	70.95884186	19.46454181	18.63211444	11.40930606	18.7731625	588.4872694
Vertebrae19	44165709	34061958	4991679	5065767	2018457	1542618	234171	239904	377.9680723	385.8216252	354.074764	349.0156753	118.2962811	121.9746479	107.5295516	92.81170562	75.35543803	79.14333707	65.33003901	65.68482254	19.2952232	18.89854555	16.38429206	16.80652644	535.9502459
Vertebrae20	45017721	34932492	4843503	5241726	2064321	1590687	229761	243873	368.6181526	378.1324342	342.525389	329.3224729	112.1217181	116.1212307	97.19928621	81.40921056	74.27687641	77.9304969	61.9563333	66.72660348	18.03261677	17.16183813	13.91830467	18.45511113	564.2456349
Vertebrae21	42665427	33941565	4111884	4602717	1951866	1540854	194040	218295	364.2234782	372.5776627	340.1608528	324.3157286	112.3255207	116.2304691	99.63314024	76.51548217	72.86899977	77.05886343	61.4936189	59.76922336	18.26891762	17.29642577	16.72058847	13.7645752	561.5677146
Vertebrae22	40683573	32219019	3445092	4834242	1872045	1477350	164052	221823	355.1671732	363.2301244	322.8293966	327.2333141	109.898451	114.1078156	84.96311523	86.71324678	71.39336484	74.96547588	56.9717076	63.8562358	18.36520858	17.53522949	11.45124182	19.27198344	545.8242892
