Row	VertebralVolumes	CentrumVolumes	HaemalVolumes	NeuralVolumes	VertebralSAs	CentrumSAs	HaemalSAs	NeuralSAs	VertebralTMDs	CentrumTMDs	HaemalTMDs	NeuralTMDs	VertebralISs	CentrumISs	HaemalISs	NeuralISs	VertebralMTs	CentrumMTs	HaemalMTs	NeuralMTs	VertebralTSs	CentrumTSs	HaemalTSs	NeuralTSs	CentrumLength
Vertebrae1	155501451	59038875	77023737	20272329	5614812	1627290	3195045	842310	476.920776	501.8425984	481.4333208	381.6498557	0	0	0	0	108.1715012	154.2653283	86.79620506	86.15283668	48.86572285	56.64133236	20.32039433	32.72366989	463.5407263
Vertebrae2	154269738	62826624	76579209	14863905	6322176	2177217	3500217	651798	424.7653293	431.209753	433.3192053	353.4563128	0	0	0	0	86.56727374	110.8855245	73.46654877	76.38447556	29.05510219	30.59899268	15.40549932	28.02545995	559.7981449
Vertebrae3	156094155	67929435	72726633	16132662	6312474	2343033	3310146	694134	424.297874	434.3718059	430.1575732	351.1009018	0	0	0	0	87.15048604	111.5628489	72.88040309	73.92689208	28.88491958	28.05772923	16.15443673	24.23733993	556.7513556
Vertebrae4	155084706	74023173	68253570	13271013	6197373	2560887	3086559	575064	425.2868913	434.5902195	426.3583968	365.2856213	0	0	0	0	91.87876504	115.6829546	74.778074	78.08936805	32.58333591	33.28514058	16.97490575	26.76383177	618.4566655
Vertebrae5	158251968	76060593	69133365	13632192	6462414	2711709	3180051	604611	421.8675715	436.5734691	417.5938114	358.3117697	0	0	0	0	89.9063339	113.134479	72.97484499	77.44244127	31.11441145	31.61761108	15.92406063	23.91610355	645.6263431
Vertebrae6	155205099	78153579	65178918	11872602	6382152	2815344	3020409	547722	417.7424216	434.1094515	410.764524	348.3111253	0	0	0	0	87.58659576	110.4252725	70.83948204	68.4407273	30.6160949	30.28394236	15.64361878	19.46949064	648.8068971
Vertebrae7	135756999	71865360	55223343	8668296	5686695	2689659	2588670	409248	406.1609471	421.8940463	399.4119406	318.7202169	0	0	0	0	84.55111282	104.1689459	69.02431187	64.48198148	27.62052863	26.28342349	15.39404995	16.12253409	656.3371889
Vertebrae8	118642671	70902216	38071971	9668484	4983300	2722293	1807218	454230	398.1282215	415.7560954	381.7601969	333.3101625	0	0	0	0	83.09948275	99.51647083	64.65222299	68.47957271	27.64015556	27.14333885	12.8757147	16.68020315	654.2422962
Vertebrae9	98990829	64187991	24995439	9659223	4169655	2536191	1186290	443646	391.3090535	414.7502879	345.4781924	356.0617941	0	0	0	0	82.85937098	97.13503059	60.27929578	73.23428568	27.09618295	24.5810489	13.9444923	18.40913084	660.9814044
Vertebrae10	85849470	65058525	13669236	7084665	3625020	2659671	643860	330309	387.1029935	403.2979708	329.2901082	350.5693066	0	0	0	0	83.75571239	92.44815472	61.36912842	71.87571874	25.94237592	23.04511083	21.33998857	19.4122325	671.3962927
Vertebrae11	80135433	64854783	8742384	6445656	3311469	2635857	396459	291942	401.1232469	409.1184861	367.0694473	368.4164064	0	0	0	0	90.74925311	94.67599073	77.91330191	77.99172362	25.21682247	24.80650859	20.9712707	23.27415717	673.9244759
Vertebrae12	75866112	60798465	7760718	7343973	3197250	2508849	354123	341334	398.500343	407.9060155	366.6528607	353.7165359	0	0	0	0	88.50529183	92.91852038	76.04196253	73.1016728	22.2614371	21.9570641	16.54433851	17.2588835	640.1743447
Vertebrae13	83775006	64113903	11576250	8103375	3528000	2662317	509355	369558	403.0969301	410.2360175	394.6333189	358.3067861	0	0	0	0	88.38798422	91.6029017	82.14291397	75.83218555	23.38511105	24.28654059	18.55120958	16.86971533	662.132558
