Row	VertebralVolumes	CentrumVolumes	HaemalVolumes	NeuralVolumes	VertebralSAs	CentrumSAs	HaemalSAs	NeuralSAs	VertebralTMDs	CentrumTMDs	HaemalTMDs	NeuralTMDs	VertebralISs	CentrumISs	HaemalISs	NeuralISs	VertebralMTs	CentrumMTs	HaemalMTs	NeuralMTs	VertebralTSs	CentrumTSs	HaemalTSs	NeuralTSs	CentrumLength
Vertebrae1	188016822	82802601	95156775	10242666	6947073	2605428	3914757	455112	631.928562299572	651.118255223151	624.588343364935	544.134494850973	210.041811318789	233.391168195885	187.791954349443	177.490385525222	100.569849797258	125.799131074655	85.1758224235637	80.4540481823916	37.6988518084927	45.4675520555755	17.8656307591927	26.1967314440893	467.694919101687
Vertebrae2	148583484	88405506	49972356	10205622	5409747	2756691	2182068	476721	639.886030777651	683.845476023426	592.013839314432	493.498989778882	216.420655779857	230.583912900809	175.356556585533	146.403614926904	104.040445195285	131.345476668005	76.1187243864102	65.7363401389247	44.032483544635	43.51876279916	15.2767483720737	19.6704407587841	493.504143260555
Vertebrae3	181524861	89368650	82821123	9057258	7182567	3075975	3697344	416745	607.1226700655	638.432949486419	584.978914969285	503.797767810283	197.355157045073	210.125788421557	179.453161676783	158.272793386497	92.8312092225156	115.390955526951	77.4591398619079	67.6160869866001	30.4063665136531	29.64417048935	17.0422735003044	20.2741082506754	561.753640447846
Vertebrae4	197889048	98518518	91063413	8381205	7822899	3397905	4054554	392049	614.668188763754	651.581108636588	585.195646932161	501.225200689259	199.147708182602	212.554686806837	178.213301968242	148.747432407406	94.3265205319116	117.472981866574	78.1692125110493	63.1110906804377	31.7289742270458	31.3092496149736	16.786765465378	18.0486253151534	558.828965120587
Vertebrae5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vertebrae6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vertebrae7	185220000	106418151	68809230	9992619	7364700	3657213	3240027	473193	605.910708444873	653.522592976955	548.049277146959	497.293719923414	197.830321370125	212.331467052921	156.800744066237	130.534348620301	93.3262832768757	118.193579869669	69.3623128655533	62.5817780956961	35.1279987602734	31.4975218527816	14.9341369321938	15.8500977981146	642.410515427912
Vertebrae8	176662836	101463516	65484531	10196361	7195797	3644424	3097143	484659	589.001640966152	640.564716207648	524.642403866081	485.144755450922	191.589577181006	206.580729138311	144.597575689191	121.784392738608	88.2286960176714	109.50173670262	67.933166451646	60.0723043516877	30.3312051893561	26.0829949646408	15.2357271009257	15.8336246886341	640.626729080567
Vertebrae9	139424355	96397749	34923231	8612730	5547780	3512124	1656837	408366	597.005445522781	647.524650601249	480.301724294148	498.727650756049	201.468474111549	210.828658747347	112.101857413351	131.065126196343	91.4266899946096	109.728125025025	63.8535035877495	59.2012503188912	32.8585185788303	28.1783192499484	13.2999111573802	14.3970005860078	712.602518711146
Vertebrae10	121754367	87766497	23902641	10705716	4836447	3248847	1128519	500976	596.134151455878	638.270490154154	476.369061081979	513.895952254035	199.426610663433	205.821787644777	120.396920364555	145.462314866213	90.2490208528805	105.690073103437	60.7781107298104	69.8251910915119	30.3746548991296	24.6593875667065	17.526017113857	18.2719600299826	648.744440003863
Vertebrae11	96592230	86173605	3167262	7445844	3741444	3260754	148617	346185	616.24301577097	628.664973345669	489.374542801706	521.840109361336	200.135903012305	201.202106697842	147.392440970487	159.446709719762	98.4431193429788	103.990883648485	67.3105260138493	65.8002716101391	28.3475380451676	25.9584667772292	20.036028118021	17.943246220712	662.897762714834
Vertebrae12	103352760	86071734	8483076	9270261	3948273	3146535	397782	433503	615.70644873795	639.877164592154	493.824865435605	498.762742911386	200.617738670335	203.378238669374	133.453611386802	131.001366633096	99.5399692013511	108.866243534253	66.8297658116761	67.5992984850516	32.0213730311407	28.7810926182409	19.518481178909	17.9793115057962	611.263846150206
Vertebrae13	98425908	82580337	8464554	7695891	3801861	3072447	395577	355887	617.889595692328	637.727141130585	507.721163061897	523.366639892578	201.529753361682	204.485056370755	143.728999565323	150.255698381964	96.2606491224309	103.928814956884	65.7746550689013	70.1117063213153	28.5665517927264	25.8890870135489	15.4581125063086	20.2232290838295	630.092913687603
Vertebrae14	101426472	82608120	10159317	8936865	3907260	3047751	464814	414981	617.781830977023	638.23214296292	524.731377156093	531.58745035723	196.063606044085	200.344133835225	148.172218799332	141.673035661	98.7279505971466	105.814377241078	75.8444103826236	74.0163053733237	30.8647534991354	30.375457103166	18.161124637816	17.47767755348	631.519036408602
Vertebrae15	99305703	78301755	11187288	10094490	3891384	2959110	516411	436149	621.601510515305	641.536434692311	520.350956137954	576.71843778177	208.036417798227	214.388857819686	142.908233759938	175.566365561688	96.697825228569	101.329417212839	76.4368086961366	90.0390498268356	25.6189746545148	24.8789933950736	16.9065984768021	25.8744510985357	579.47127743927
Vertebrae16	102315528	80913357	9761094	12076344	3883887	2988216	452466	468783	624.026433664663	639.917527645901	519.092048654169	598.303881729407	206.803456142409	210.1206488011	146.197115509049	198.616297228483	104.333833099596	108.060694745767	72.9122936905381	110.273381420349	33.7173836962712	30.0742895472657	18.1575313849815	47.0409057823674	615.366189912329
Vertebrae17	95379039	74986317	9390654	11428074	3737034	2874438	435267	451143	616.481401863931	634.067028036009	527.903782828246	569.519878375234	201.391384924874	206.614394147387	149.800907675861	174.146874610875	98.3863021693601	100.876824717232	73.8908968657664	105.234620361545	26.6507790332698	23.0558369088969	18.9660035526844	38.3280654926265	566.634082073036
