Row	VertebralVolumes	CentrumVolumes	HaemalVolumes	NeuralVolumes	VertebralSAs	CentrumSAs	HaemalSAs	NeuralSAs	VertebralTMDs	CentrumTMDs	HaemalTMDs	NeuralTMDs	VertebralISs	CentrumISs	HaemalISs	NeuralISs	VertebralMTs	CentrumMTs	HaemalMTs	NeuralMTs	VertebralTSs	CentrumTSs	HaemalTSs	NeuralTSs	CentrumLength
Vertebrae1	177394455	63447111	100657809	14280462	6650280	1985823	4098213	623133	602.554061139236	627.09518592244	595.572381875628	535.020420239163	186.934309904551	202.508685320105	176.614156964884	162.005093193926	106.679054552523	126.20635981738	99.1292545652046	84.6724207514601	34.5649158400678	43.4383977983812	24.036846852915	22.537869474564	416.701384181352
Vertebrae2	173328876	73736082	91433853	8529381	6536061	2431233	3741003	386757	614.772311611305	639.871476306401	603.427257461756	513.175497683447	192.013549871135	203.926662903699	181.405880033367	146.708581138302	104.796472927648	120.690301716266	96.5649599428333	75.8715096106099	34.8118892126285	44.4181426201954	20.7262768670142	19.6415171468291	485.327130840059
Vertebrae3	180107928	87738714	86229171	5778864	6931638	2986452	3686760	265482	590.555789547492	601.629437295519	585.618927020727	504.373457501925	172.90449131611	172.384472859502	173.421051677927	143.365746694061	101.62743537638	115.243601159796	92.5716080370089	69.3945980852616	28.4070076356177	29.5590850650967	21.4710910044848	18.2825036721103	553.800200579356
Vertebrae4	176644314	85979124	82293246	8371944	7030863	3172995	3486546	379701	584.22008060638	596.019548858367	578.33687433154	520.87042098999	172.00007714485	172.347300959053	172.853867676031	140.476620623908	98.3067384202116	105.621515376493	94.3033393061764	75.3954883935982	27.9500723388913	28.9596835563906	25.8018986577443	15.72300258664	545.622779729062
Vertebrae5	183543759	86766309	88220286	8547903	7222698	3136392	3727332	390726	586.923989665333	600.579820467521	578.882714990322	531.555679121718	175.718893611265	176.264728567173	176.565022894099	142.316697448631	98.7470108549178	109.925489649778	91.8918380199688	78.1183478357307	27.473977925623	25.3622678099754	26.4637803291665	17.1043232759557	581.870051571059
Vertebrae6	185090346	80820747	95193819	8862777	7309134	2932209	3995901	408366	583.1938352562	605.703397828198	570.340129980383	515.454800498077	172.106035800347	178.058320250356	166.754019178485	138.726624029526	98.6191368066423	109.041781948579	93.7800891198838	73.0338175475335	27.1543112136674	26.120737394889	25.5603016825588	17.6348879731625	561.358145439466
Vertebrae7	157418478	80802225	76208769	351918	6052725	2935296	3111255	16758	595.314911583305	599.6373233094	591.804085995086	387.401954840409	179.040353939423	177.859987308108	180.056708550872	39.3126746489932	103.737717002701	108.30066082728	100.09694774169	45.7082040309906	26.9207735756576	25.4249261018225	27.1210141405995	13.4234937174717	556.864193127682
Vertebrae8	148731660	72634023	66503241	9186912	5853834	2672460	2741697	429534	591.243014033769	614.557606071646	577.584617610131	510.233552599507	181.616742622403	183.911967803109	180.763783467614	129.051453686086	99.5590045893048	107.302029716415	96.706541705699	72.2318022806739	27.5553506249319	25.799716066036	27.1555626791775	16.6228099963779	545.174277173515
Vertebrae9	136914624	71883882	57075543	7853328	5448114	2759778	2329803	366030	584.009989945845	603.954289210677	568.716865070928	513.088582549473	180.638037991159	180.023517426859	183.745995384412	127.732378206676	97.6018898926711	102.922578674231	95.5569289521296	74.3369551772827	26.3539796640972	21.8477930859796	29.4937004815545	16.5228302861152	664.219561819846
Vertebrae10	126282996	66929247	53797149	5556600	4959486	2533986	2173689	264159	582.500119354007	611.891306818486	554.203782276198	502.438969819336	172.983725134689	182.320793416185	157.837263288172	118.238216179211	99.7100495590332	105.717117730911	97.1638120417553	67.1280926659088	25.0486310775229	23.6820433379801	24.1780766633785	11.9554488527045	596.656386476193
